-3.658641073349477857e-01,5.246133451644787726e-01,-1.486924449634822620e+00,-9.091259868125525223e-01,-2.383979479960978587e+00,2.021899537027167071e+00,-7.527635042691687151e-01,8.124049171730468588e-01,3.368428287502183149e-01,-1.236076047206864092e-01,6.110367201864366216e-01,-1.159904898509284132e+00,7.765556748173368939e-01,-3.751333038994605351e-01,3.674861257782893742e-01,-3.694675621239626451e-01,3.743877480297692073e-01,4.316403285195357653e-01,-1.241969650011315540e+00,-2.946980839896981563e-01
6.873851712058219876e-01,2.434986539079735390e+00,1.481185694651876439e-02,2.471418892286469937e-02,-1.486071752575776950e+00,6.752645675040402917e-02,-7.355899642851950748e-01,2.157567916104498884e-01,2.649747890271544892e-01,-1.344650001304795867e-03,1.966093235666286909e-01,1.336169440381548945e+00,-6.638280855923924494e-03,-2.140517283339165910e+00,1.058123162280105722e+00,9.179353073619386238e-01,-5.295938704957717791e-01,2.329348441771909861e-01,6.440530561307347135e-01,-2.531972655337512701e-01
-1.395521747430914949e+00,-2.345991249880711726e-01,5.633375746405404616e-01,-6.171934988127918409e-01,8.014142423869318188e-01,-2.196012009437380563e-01,2.035889929365136464e+00,7.162616807982387090e-01,-3.539996582683669901e-01,2.050305397568090160e-01,9.122398817125367820e-01,-1.776944717082012071e+00,-3.615967915556751455e-01,-1.057914697489844125e+00,-3.909917801570334528e-01,1.535207497007636590e+00,1.160126969099783745e+00,-1.200681345037801995e+00,1.115492319973965696e+00,-4.543012205444210694e-01
-1.964680655975320767e-01,6.889156305821200199e-01,1.076261305343778174e+00,-9.930589611626280400e-01,1.039546808188251070e+00,-1.356318098909894854e+00,-1.314986426757909221e+00,-6.560656362161364219e-02,-1.405649339216050731e-01,3.610975482257879898e-01,-3.642419570550646801e-01,1.784151076265604097e+00,-6.777923953478377506e-01,4.782388689133726944e-01,6.678831571517910293e-01,1.580844146593588295e+00,7.521773150713817772e-04,-1.846500846693674425e-01,3.778817591841789891e-01,3.647812292596476769e-01
-9.899375081147472333e-01,1.494824225744260937e-02,1.281103390882214699e+00,3.375146566514193314e+00,-5.691630909399838512e-01,-6.182922542547194533e-01,-5.539854368461780698e-01,-1.063570878344424764e-01,5.977452488809097408e-01,-3.198986492668343118e-01,-1.759129163347779023e+00,2.184821765321185161e-01,-4.874280882308739127e-01,-3.931005008443044790e-01,-5.545566748862253981e-01,-6.595029497628795978e-01,-9.560806333533021506e-02,9.454742036822300078e-02,-7.543968199489688164e-02,7.163485401953265663e-01
8.398498992836234134e-01,-1.458456800895530092e+00,4.909228335566958590e-01,-1.627329390252494568e+00,1.054698327398207125e+00,2.329665288477654472e-01,-1.232903360698869744e+00,-5.959032793372096570e-01,-8.504715787350528577e-01,3.579078388037607028e-01,-7.129229872246321820e-02,3.583192965920829476e-01,-3.914646915985029452e-01,-5.624305202997774700e-01,4.126965632304421816e-01,-1.848408766937695846e-01,-4.606052231818540121e-02,-9.159776858409275357e-01,9.591143932664328298e-02,-1.355329255233147200e-02
6.972630346796012679e-01,4.716232280958708722e-01,-1.648503948260354512e+00,1.925646973140902052e+00,-8.398970683481089550e-01,-5.795360147244367210e-01,1.066665514806471649e+00,-1.734201429067600886e+00,4.597164689309780061e-01,-6.196507491734528639e-01,-3.408383112233104861e-01,-7.567451814822356848e-01,1.066524142924782259e+00,1.380673145388764178e+00,-8.062926625857295138e-01,-6.640800750472970471e-01,-8.249713967240124290e-01,-1.009980467220728650e+00,1.896678347549387356e+00,1.338145728067054119e+00
1.866861393726837237e+00,-5.529004031772971617e-01,-1.395842309982328500e+00,1.779152408261003959e+00,4.565637635361336488e-01,3.391616267223682701e-01,7.623079671551413750e-01,-2.255465877327392232e-01,-9.971641816720929752e-01,-5.491325443240326898e-01,9.955786751058288697e-01,-6.414852199444538439e-01,9.134778270015984081e-01,-1.687827107571343299e-01,3.719491169450580559e-01,4.479179676870074234e-01,-5.559994994668142620e-01,-1.271336257311465323e-01,-1.362058149961683506e+00,-3.875544747206419172e-01
-9.981413554395371368e-02,-4.977302453393276926e-01,-1.093620227938436607e-01,3.517690123673624658e-01,-2.581340972848060189e-01,-1.670475372660588986e+00,-1.308758858391942281e+00,8.405718310792230641e-01,6.372355484753605692e-01,-7.796226132625663774e-02,1.012485314918122992e+00,4.033401507171286982e-01,8.645267026465075499e-02,5.723254742687696739e-01,1.090253097846453745e+00,2.800016505883884052e-02,-4.496366682419770111e-01,1.632100328656440891e-01,-7.952451534934987243e-02,-1.962439336183954275e-01
-5.263570323924977590e-01,5.961627185409769103e-01,1.126821481418699644e+00,-6.790932751037065396e-01,9.099100691025800713e-02,-8.310041965000215525e-01,6.627048584720843794e-01,5.552312059461989024e-01,2.771886241046347954e-01,3.187346376285225547e-01,-1.028240209226348068e+00,2.432746840490801477e-01,-6.843616082363880304e-01,-4.554162750671657545e-01,4.248038519996175794e-02,-3.124630781912720590e-01,1.294977038959104210e+00,-2.434660796132176452e-01,-3.149347658267561134e-01,-5.499064083387140700e-01
1.062841452834274891e+00,-1.900169864312673873e+00,-2.002020266835326190e+00,2.173953446162342207e+00,1.068917513428643495e+00,-2.495445232389565504e+00,-6.678841910838012597e-01,-1.444075682016291440e+00,-1.243502718737894197e+00,-7.254469610997305029e-01,4.513098116158238970e-01,-1.241367738678961219e-01,1.283698745792862583e+00,9.737845775726247100e-01,-3.865201571699340005e-02,-7.037914208478413501e-03,-1.076183832237094018e+00,-9.344491835870918361e-01,-5.329324052487523222e-02,1.685130245546999195e+00
-7.376664821005048944e-01,3.527496695624276479e-01,-9.014481716492863672e-01,-9.262391997977363900e-01,3.093421287133076847e-01,4.991115971128859408e-01,7.140783473439618056e-01,-4.425404156366599673e-01,-1.349022906128173327e+00,-1.323116180755309901e-02,-2.794329402582863553e-01,7.997982503107519126e-01,4.445015017097513899e-01,1.171574123593507322e+00,1.178255402222036369e-01,1.024330133800535503e+00,-2.353101765782579236e-01,-6.823969911102720776e-01,-9.082108003519556716e-01,2.327845681938142397e-01
4.206842231237455793e-02,-5.687434726502064164e-01,1.016026017840132800e+00,2.958371818328652036e+00,-1.544449972872185217e+00,1.068969040186347419e+00,7.871306235436453802e-01,1.441723345330377493e+00,3.640264245227425866e-01,-3.000323996253895786e-01,-8.719021502574901827e-01,-1.337102706680057818e-01,-3.668391855699981718e-01,3.448181107932372647e-01,-8.494192240261465576e-01,1.550865430656348742e+00,-3.731954384132779579e-01,-2.159944539251671125e-01,7.388463871898309776e-01,-3.137747903283549245e-01
4.690890555724110400e-01,-1.198568008785194650e+00,-1.109802469395049229e-02,-2.789405092608713055e+00,4.145260719727962284e-01,-3.012927234232732829e-02,-3.155810499149491188e-01,-1.492079070461222345e+00,9.891346761824865164e-01,4.568559731813836566e-01,-1.760376031670218555e-01,8.836887627828481362e-01,-1.892083834880952942e-01,-4.701239871671893944e-01,-1.942764179081085452e+00,6.364256056360234615e-01,-8.614527915154409632e-01,-5.420066636654152781e-01,-5.162670473870768495e-01,2.530212011103918912e-01
